game_pk,date,away_team,away_score,home_score,home_team
716497,2023-09-20,Pittsburgh Pirates,13,7,Chicago Cubs
716495,2023-09-20,Milwaukee Brewers,8,2,St. Louis Cardinals
716494,2023-09-20,Detroit Tigers,4,2,Los Angeles Dodgers
716498,2023-09-21,Los Angeles Angels,4,5,Tampa Bay Rays
716491,2023-09-21,Milwaukee Brewers,6,0,St. Louis Cardinals
716496,2023-09-21,Atlanta Braves,10,3,Washington Nationals
716492,2023-09-21,Toronto Blue Jays,3,5,New York Yankees
716489,2023-09-21,Baltimore Orioles,2,5,Cleveland Guardians
716490,2023-09-21,New York Mets,4,5,Philadelphia Phillies
716493,2023-09-21,Pittsburgh Pirates,8,6,Chicago Cubs
716488,2023-09-21,Detroit Tigers,7,3,Oakland Athletics
716484,2023-09-21,San Francisco Giants,2,7,Los Angeles Dodgers
716486,2023-09-22,Colorado Rockies,0,6,Chicago Cubs
716487,2023-09-22,Pittsburgh Pirates,7,5,Cincinnati Reds
716479,2023-09-22,Toronto Blue Jays,6,2,Tampa Bay Rays
716482,2023-09-22,Milwaukee Brewers,16,1,Miami Marlins
716481,2023-09-22,New York Mets,4,5,Philadelphia Phillies
716485,2023-09-22,Atlanta Braves,9,6,Washington Nationals
716480,2023-09-22,Arizona Diamondbacks,1,7,New York Yankees
716483,2023-09-22,Baltimore Orioles,8,9,Cleveland Guardians
716478,2023-09-22,Chicago White Sox,2,3,Boston Red Sox
716477,2023-09-22,Seattle Mariners,5,8,Texas Rangers
716473,2023-09-22,Kansas City Royals,7,5,Houston Astros
716475,2023-09-22,Los Angeles Angels,6,8,Minnesota Twins
716472,2023-09-22,Detroit Tigers,2,8,Oakland Athletics
716476,2023-09-22,St. Louis Cardinals,2,4,San Diego Padres
716474,2023-09-22,San Francisco Giants,5,1,Los Angeles Dodgers
716465,2023-09-23,Los Angeles Angels,1,0,Minnesota Twins
716469,2023-09-23,Colorado Rockies,3,6,Chicago Cubs
716466,2023-09-23,New York Mets,5,7,Philadelphia Phillies
716470,2023-09-23,Detroit Tigers,1,4,Oakland Athletics
716463,2023-09-23,Toronto Blue Jays,6,7,Tampa Bay Rays
716468,2023-09-23,Chicago White Sox,1,0,Boston Red Sox
716460,2023-09-23,Milwaukee Brewers,4,5,Miami Marlins
716464,2023-09-23,Baltimore Orioles,2,1,Cleveland Guardians
716462,2023-09-23,Pittsburgh Pirates,13,12,Cincinnati Reds
716461,2023-09-23,Seattle Mariners,0,2,Texas Rangers
716455,2023-09-23,Kansas City Royals,3,2,Houston Astros
716457,2023-09-23,St. Louis Cardinals,5,2,San Diego Padres
716456,2023-09-23,San Francisco Giants,0,7,Los Angeles Dodgers
716452,2023-09-24,Toronto Blue Jays,9,5,Tampa Bay Rays
716459,2023-09-24,Atlanta Braves,2,3,Washington Nationals
716467,2023-09-24,Atlanta Braves,8,5,Washington Nationals
716458,2023-09-24,Arizona Diamondbacks,7,1,New York Yankees
716450,2023-09-24,Baltimore Orioles,5,1,Cleveland Guardians
716451,2023-09-24,Pittsburgh Pirates,2,4,Cincinnati Reds
716447,2023-09-24,Milwaukee Brewers,1,6,Miami Marlins
716448,2023-09-24,Kansas City Royals,6,5,Houston Astros
716445,2023-09-24,Los Angeles Angels,3,9,Minnesota Twins
716449,2023-09-24,Colorado Rockies,3,4,Chicago Cubs
716446,2023-09-24,Seattle Mariners,8,9,Texas Rangers
716442,2023-09-24,Detroit Tigers,2,0,Oakland Athletics
716444,2023-09-24,St. Louis Cardinals,2,12,San Diego Padres
716454,2023-09-24,New York Mets,2,5,Philadelphia Phillies
716439,2023-09-24,San Francisco Giants,2,3,Los Angeles Dodgers
716471,2023-09-25,Arizona Diamondbacks,4,6,New York Yankees
716440,2023-09-25,Texas Rangers,5,1,Los Angeles Angels
716436,2023-09-25,Houston Astros,5,1,Seattle Mariners
716441,2023-09-25,San Diego Padres,1,2,San Francisco Giants
716438,2023-09-26,Los Angeles Dodgers,1,4,Colorado Rockies
716424,2023-09-26,Los Angeles Dodgers,11,2,Colorado Rockies
716435,2023-09-26,Cincinnati Reds,11,7,Cleveland Guardians
716434,2023-09-26,Washington Nationals,0,1,Baltimore Orioles
716433,2023-09-26,Kansas City Royals,3,6,Detroit Tigers
716432,2023-09-26,Pittsburgh Pirates,2,3,Philadelphia Phillies
716431,2023-09-26,New York Yankees,2,0,Toronto Blue Jays
716428,2023-09-26,Tampa Bay Rays,9,7,Boston Red Sox
716429,2023-09-26,Chicago Cubs,6,7,Atlanta Braves
716421,2023-09-26,Oakland Athletics,3,11,Minnesota Twins
716427,2023-09-26,Arizona Diamondbacks,15,4,Chicago White Sox
716423,2023-09-26,St. Louis Cardinals,4,1,Milwaukee Brewers
716422,2023-09-26,Texas Rangers,3,9,Los Angeles Angels
716437,2023-09-26,San Diego Padres,4,0,San Francisco Giants
716425,2023-09-26,Houston Astros,2,6,Seattle Mariners
716417,2023-09-27,Arizona Diamondbacks,3,0,Chicago White Sox
716411,2023-09-27,Miami Marlins,2,11,New York Mets
716430,2023-09-27,Miami Marlins,4,2,New York Mets
716418,2023-09-27,Cincinnati Reds,3,4,Cleveland Guardians
716419,2023-09-27,Tampa Bay Rays,5,0,Boston Red Sox
716416,2023-09-27,Washington Nationals,1,5,Baltimore Orioles
716414,2023-09-27,Kansas City Royals,0,8,Detroit Tigers
716415,2023-09-27,Pittsburgh Pirates,6,7,Philadelphia Phillies
716413,2023-09-27,New York Yankees,6,0,Toronto Blue Jays
716412,2023-09-27,Chicago Cubs,5,6,Atlanta Braves
716410,2023-09-27,Oakland Athletics,4,6,Minnesota Twins
716408,2023-09-27,St. Louis Cardinals,2,3,Milwaukee Brewers
716406,2023-09-27,Los Angeles Dodgers,8,2,Colorado Rockies
716420,2023-09-27,Texas Rangers,5,0,Los Angeles Angels
716407,2023-09-27,Houston Astros,8,3,Seattle Mariners
716426,2023-09-27,San Diego Padres,5,2,San Francisco Giants
716414,2023-09-27,Kansas City Royals,0,8,Detroit Tigers
716400,2023-09-28,Oakland Athletics,2,1,Minnesota Twins
716443,2023-09-28,Arizona Diamondbacks,1,3,Chicago White Sox
716401,2023-09-28,Kansas City Royals,3,7,Detroit Tigers
716396,2023-09-28,St. Louis Cardinals,0,3,Milwaukee Brewers
716409,2023-09-28,Pittsburgh Pirates,3,2,Philadelphia Phillies
716402,2023-09-28,Boston Red Sox,0,2,Baltimore Orioles
716403,2023-09-28,New York Yankees,0,6,Toronto Blue Jays
716399,2023-09-28,Chicago Cubs,3,5,Atlanta Braves
716405,2023-09-28,Los Angeles Dodgers,5,14,Colorado Rockies
716397,2023-09-28,Texas Rangers,2,3,Seattle Mariners
716398,2023-09-29,Miami Marlins,4,3,Pittsburgh Pirates
716395,2023-09-29,Cleveland Guardians,7,5,Detroit Tigers
716390,2023-09-29,Boston Red Sox,3,0,Baltimore Orioles
716392,2023-09-29,Tampa Bay Rays,4,11,Toronto Blue Jays
716394,2023-09-29,Washington Nationals,10,6,Atlanta Braves
716391,2023-09-29,San Diego Padres,3,2,Chicago White Sox
716387,2023-09-29,Minnesota Twins,7,6,Colorado Rockies
716389,2023-09-29,New York Yankees,5,12,Kansas City Royals
716385,2023-09-29,Chicago Cubs,3,4,Milwaukee Brewers
716388,2023-09-29,Cincinnati Reds,19,2,St. Louis Cardinals
716386,2023-09-29,Oakland Athletics,1,5,Los Angeles Angels
716384,2023-09-29,Houston Astros,2,1,Arizona Diamondbacks
716379,2023-09-29,Texas Rangers,0,8,Seattle Mariners
716382,2023-09-29,Los Angeles Dodgers,6,2,San Francisco Giants
716380,2023-09-30,Cleveland Guardians,0,8,Detroit Tigers
716383,2023-09-30,Tampa Bay Rays,7,5,Toronto Blue Jays
716376,2023-09-30,Philadelphia Phillies,3,4,New York Mets
716393,2023-09-30,Philadelphia Phillies,4,11,New York Mets
716378,2023-09-30,Miami Marlins,7,3,Pittsburgh Pirates
716374,2023-09-30,San Diego Padres,6,1,Chicago White Sox
716375,2023-09-30,New York Yankees,5,2,Kansas City Royals
716373,2023-09-30,Chicago Cubs,10,6,Milwaukee Brewers
716377,2023-09-30,Boston Red Sox,2,5,Baltimore Orioles
716372,2023-09-30,Cincinnati Reds,6,15,St. Louis Cardinals
716366,2023-09-30,Texas Rangers,6,1,Seattle Mariners
716369,2023-09-30,Washington Nationals,3,5,Atlanta Braves
716370,2023-09-30,Houston Astros,1,0,Arizona Diamondbacks
716368,2023-09-30,Minnesota Twins,14,6,Colorado Rockies
716381,2023-09-30,Los Angeles Dodgers,1,2,San Francisco Giants
716371,2023-09-30,Oakland Athletics,7,3,Los Angeles Angels
716367,2023-10-01,Boston Red Sox,6,1,Baltimore Orioles
716363,2023-10-01,Los Angeles Dodgers,5,2,San Francisco Giants
716362,2023-10-01,Miami Marlins,0,3,Pittsburgh Pirates
716365,2023-10-01,Oakland Athletics,3,7,Los Angeles Angels
716357,2023-10-01,Tampa Bay Rays,12,8,Toronto Blue Jays
716361,2023-10-01,Cleveland Guardians,2,5,Detroit Tigers
716358,2023-10-01,Houston Astros,8,1,Arizona Diamondbacks
716360,2023-10-01,Texas Rangers,0,1,Seattle Mariners
716359,2023-10-01,Minnesota Twins,2,3,Colorado Rockies
716355,2023-10-01,Philadelphia Phillies,9,1,New York Mets
716354,2023-10-01,Washington Nationals,10,9,Atlanta Braves
716356,2023-10-01,San Diego Padres,2,1,Chicago White Sox
716352,2023-10-01,New York Yankees,2,5,Kansas City Royals
716364,2023-10-01,Chicago Cubs,0,4,Milwaukee Brewers
716353,2023-10-01,Cincinnati Reds,3,4,St. Louis Cardinals
748581,2023-10-03,Texas Rangers,4,0,Tampa Bay Rays
748585,2023-10-03,Toronto Blue Jays,1,3,Minnesota Twins
748582,2023-10-03,Arizona Diamondbacks,6,3,Milwaukee Brewers
748577,2023-10-03,Miami Marlins,1,4,Philadelphia Phillies
