game_pk,date,away_team,away_score,home_score,home_team
717345,2023-07-19,Houston Astros,4,1,Colorado Rockies
717344,2023-07-19,Boston Red Sox,5,6,Oakland Athletics
717347,2023-07-19,Milwaukee Brewers,5,3,Philadelphia Phillies
717338,2023-07-19,San Diego Padres,2,0,Toronto Blue Jays
717339,2023-07-19,New York Yankees,3,7,Los Angeles Angels
717342,2023-07-19,San Francisco Giants,2,3,Cincinnati Reds
717341,2023-07-19,Chicago White Sox,1,5,New York Mets
717340,2023-07-19,Arizona Diamondbacks,5,3,Atlanta Braves
717336,2023-07-19,Washington Nationals,3,8,Chicago Cubs
717333,2023-07-19,Detroit Tigers,3,2,Kansas City Royals
717335,2023-07-19,Minnesota Twins,6,3,Seattle Mariners
717337,2023-07-20,Arizona Diamondbacks,5,7,Atlanta Braves
717334,2023-07-20,San Francisco Giants,1,5,Cincinnati Reds
717329,2023-07-20,Milwaukee Brewers,4,0,Philadelphia Phillies
717331,2023-07-20,San Diego Padres,0,4,Toronto Blue Jays
717330,2023-07-20,Chicago White Sox,6,2,New York Mets
717332,2023-07-20,Detroit Tigers,3,0,Kansas City Royals
717327,2023-07-20,Minnesota Twins,0,5,Seattle Mariners
717328,2023-07-20,Baltimore Orioles,4,3,Tampa Bay Rays
717322,2023-07-20,St. Louis Cardinals,7,2,Chicago Cubs
717323,2023-07-20,Houston Astros,3,1,Oakland Athletics
717325,2023-07-21,St. Louis Cardinals,3,4,Chicago Cubs
717317,2023-07-21,San Diego Padres,5,4,Detroit Tigers
717320,2023-07-21,Baltimore Orioles,0,3,Tampa Bay Rays
717319,2023-07-21,Colorado Rockies,6,1,Miami Marlins
717326,2023-07-21,San Francisco Giants,3,5,Washington Nationals
717318,2023-07-21,Kansas City Royals,4,5,New York Yankees
717321,2023-07-21,Arizona Diamondbacks,6,9,Cincinnati Reds
717324,2023-07-21,New York Mets,5,4,Boston Red Sox
717315,2023-07-21,Philadelphia Phillies,5,6,Cleveland Guardians
717316,2023-07-21,Los Angeles Dodgers,11,5,Texas Rangers
717314,2023-07-21,Chicago White Sox,4,9,Minnesota Twins
717313,2023-07-21,Atlanta Braves,6,4,Milwaukee Brewers
717312,2023-07-21,Pittsburgh Pirates,5,8,Los Angeles Angels
717310,2023-07-21,Houston Astros,6,4,Oakland Athletics
717311,2023-07-21,Toronto Blue Jays,2,3,Seattle Mariners
717304,2023-07-22,Kansas City Royals,2,5,New York Yankees
717306,2023-07-22,Colorado Rockies,4,3,Miami Marlins
717324,2023-07-21,New York Mets,5,4,Boston Red Sox
717308,2023-07-22,St. Louis Cardinals,6,8,Chicago Cubs
717305,2023-07-22,Los Angeles Dodgers,16,3,Texas Rangers
717303,2023-07-22,Arizona Diamondbacks,2,4,Cincinnati Reds
717300,2023-07-22,Baltimore Orioles,6,5,Tampa Bay Rays
717301,2023-07-22,Toronto Blue Jays,8,9,Seattle Mariners
717299,2023-07-22,San Diego Padres,14,3,Detroit Tigers
717307,2023-07-22,San Francisco Giants,1,10,Washington Nationals
717309,2023-07-22,New York Mets,6,8,Boston Red Sox
717302,2023-07-22,Philadelphia Phillies,0,1,Cleveland Guardians
717293,2023-07-22,Chicago White Sox,2,3,Minnesota Twins
717296,2023-07-22,Atlanta Braves,3,4,Milwaukee Brewers
717295,2023-07-22,Houston Astros,1,4,Oakland Athletics
717297,2023-07-22,Pittsburgh Pirates,3,0,Los Angeles Angels
717288,2023-07-23,San Diego Padres,1,3,Detroit Tigers
717290,2023-07-23,San Francisco Giants,1,6,Washington Nationals
717294,2023-07-23,Kansas City Royals,5,8,New York Yankees
717289,2023-07-23,Arizona Diamondbacks,3,7,Cincinnati Reds
717291,2023-07-23,Baltimore Orioles,5,3,Tampa Bay Rays
717283,2023-07-23,Philadelphia Phillies,8,5,Cleveland Guardians
717292,2023-07-23,Colorado Rockies,2,3,Miami Marlins
717285,2023-07-23,Chicago White Sox,4,5,Minnesota Twins
717287,2023-07-23,Atlanta Braves,4,2,Milwaukee Brewers
717286,2023-07-23,St. Louis Cardinals,2,7,Chicago Cubs
717284,2023-07-23,Los Angeles Dodgers,4,8,Texas Rangers
717279,2023-07-23,Houston Astros,3,2,Oakland Athletics
717278,2023-07-23,Pittsburgh Pirates,5,7,Los Angeles Angels
717281,2023-07-23,Toronto Blue Jays,4,3,Seattle Mariners
717298,2023-07-23,New York Mets,1,6,Boston Red Sox
718558,2023-07-24,San Francisco Giants,1,5,Detroit Tigers
717280,2023-07-24,Baltimore Orioles,3,2,Philadelphia Phillies
717282,2023-07-24,Colorado Rockies,10,6,Washington Nationals
717277,2023-07-24,Kansas City Royals,5,3,Cleveland Guardians
717275,2023-07-24,Seattle Mariners,3,4,Minnesota Twins
717274,2023-07-24,Texas Rangers,9,10,Houston Astros
717273,2023-07-24,Cincinnati Reds,2,3,Milwaukee Brewers
717276,2023-07-24,Pittsburgh Pirates,8,4,San Diego Padres
717268,2023-07-24,St. Louis Cardinals,10,6,Arizona Diamondbacks
717271,2023-07-24,Toronto Blue Jays,6,3,Los Angeles Dodgers
717265,2023-07-25,Los Angeles Angels,7,6,Detroit Tigers
717267,2023-07-25,Baltimore Orioles,3,4,Philadelphia Phillies
717270,2023-07-25,Miami Marlins,1,4,Tampa Bay Rays
717269,2023-07-25,Colorado Rockies,5,6,Washington Nationals
717266,2023-07-25,New York Mets,9,3,New York Yankees
717260,2023-07-25,Kansas City Royals,1,5,Cleveland Guardians
717261,2023-07-25,Atlanta Braves,1,7,Boston Red Sox
717264,2023-07-25,Seattle Mariners,9,7,Minnesota Twins
717255,2023-07-25,Texas Rangers,3,4,Houston Astros
717263,2023-07-25,Chicago Cubs,7,3,Chicago White Sox
717262,2023-07-25,Cincinnati Reds,4,3,Milwaukee Brewers
717258,2023-07-25,Pittsburgh Pirates,1,5,San Diego Padres
717259,2023-07-25,St. Louis Cardinals,1,3,Arizona Diamondbacks
717272,2023-07-25,Oakland Athletics,1,2,San Francisco Giants
717256,2023-07-25,Toronto Blue Jays,7,8,Los Angeles Dodgers
717257,2023-07-26,Colorado Rockies,4,5,Washington Nationals
717252,2023-07-26,Miami Marlins,7,1,Tampa Bay Rays
717249,2023-07-26,Kansas City Royals,3,8,Cleveland Guardians
717250,2023-07-26,Seattle Mariners,8,7,Minnesota Twins
717254,2023-07-26,Cincinnati Reds,0,3,Milwaukee Brewers
717244,2023-07-26,St. Louis Cardinals,11,7,Arizona Diamondbacks
717246,2023-07-26,Pittsburgh Pirates,3,2,San Diego Padres
717253,2023-07-26,Toronto Blue Jays,8,1,Los Angeles Dodgers
717245,2023-07-26,Baltimore Orioles,4,6,Philadelphia Phillies
717248,2023-07-26,New York Mets,1,3,New York Yankees
717242,2023-07-26,Atlanta Braves,3,5,Boston Red Sox
717239,2023-07-26,Texas Rangers,13,5,Houston Astros
717240,2023-07-26,Chicago Cubs,10,7,Chicago White Sox
717251,2023-07-26,Oakland Athletics,3,8,San Francisco Giants
717243,2023-07-27,Los Angeles Angels,6,0,Detroit Tigers
717247,2023-07-27,Los Angeles Angels,11,4,Detroit Tigers
717241,2023-07-27,Washington Nationals,1,2,New York Mets
717238,2023-07-27,Chicago Cubs,10,3,St. Louis Cardinals
717233,2023-07-27,Cleveland Guardians,6,3,Chicago White Sox
717236,2023-07-28,Detroit Tigers,5,6,Miami Marlins
717234,2023-07-28,Philadelphia Phillies,2,1,Pittsburgh Pirates
717237,2023-07-28,New York Yankees,0,1,Baltimore Orioles
717235,2023-07-28,Los Angeles Angels,1,4,Toronto Blue Jays
717230,2023-07-28,Washington Nationals,1,5,New York Mets
717228,2023-07-28,Cleveland Guardians,0,3,Chicago White Sox
717231,2023-07-28,Milwaukee Brewers,7,10,Atlanta Braves
717229,2023-07-28,Tampa Bay Rays,4,3,Houston Astros
717232,2023-07-28,Minnesota Twins,5,8,Kansas City Royals
717226,2023-07-28,Chicago Cubs,3,2,St. Louis Cardinals
717227,2023-07-28,Oakland Athletics,8,5,Colorado Rockies
717223,2023-07-28,Seattle Mariners,5,2,Arizona Diamondbacks
717224,2023-07-28,Texas Rangers,1,7,San Diego Padres
717225,2023-07-28,Cincinnati Reds,6,5,Los Angeles Dodgers
717220,2023-07-28,Boston Red Sox,3,2,San Francisco Giants
717222,2023-07-29,Los Angeles Angels,1,6,Toronto Blue Jays
717218,2023-07-29,Detroit Tigers,5,0,Miami Marlins
717216,2023-07-29,Philadelphia Phillies,6,7,Pittsburgh Pirates
717215,2023-07-29,Washington Nationals,11,6,New York Mets
717207,2023-07-29,Minnesota Twins,7,10,Kansas City Royals
717217,2023-07-29,Cleveland Guardians,2,7,Chicago White Sox
717221,2023-07-29,Boston Red Sox,2,3,San Francisco Giants
717213,2023-07-29,Chicago Cubs,5,1,St. Louis Cardinals
717214,2023-07-29,Tampa Bay Rays,4,17,Houston Astros
717219,2023-07-29,New York Yankees,8,3,Baltimore Orioles
717211,2023-07-29,Milwaukee Brewers,5,11,Atlanta Braves
717212,2023-07-29,Oakland Athletics,11,3,Colorado Rockies
717210,2023-07-29,Seattle Mariners,3,4,Arizona Diamondbacks
717209,2023-07-29,Texas Rangers,0,4,San Diego Padres
717205,2023-07-29,Cincinnati Reds,2,3,Los Angeles Dodgers
717201,2023-07-30,Los Angeles Angels,3,2,Toronto Blue Jays
717208,2023-07-30,Philadelphia Phillies,4,6,Pittsburgh Pirates
717206,2023-07-30,Milwaukee Brewers,6,8,Atlanta Braves
717203,2023-07-30,Washington Nationals,2,5,New York Mets
717202,2023-07-30,Detroit Tigers,6,8,Miami Marlins
717196,2023-07-30,Tampa Bay Rays,8,2,Houston Astros
717198,2023-07-30,Minnesota Twins,1,2,Kansas City Royals
717204,2023-07-30,Cleveland Guardians,5,0,Chicago White Sox
717195,2023-07-30,Chicago Cubs,0,3,St. Louis Cardinals
717199,2023-07-30,Oakland Athletics,0,2,Colorado Rockies
717197,2023-07-30,Boston Red Sox,3,4,San Francisco Giants
717194,2023-07-30,Cincinnati Reds,9,0,Los Angeles Dodgers
717193,2023-07-30,Seattle Mariners,4,0,Arizona Diamondbacks
717191,2023-07-30,Texas Rangers,3,5,San Diego Padres
717200,2023-07-30,New York Yankees,3,9,Baltimore Orioles
717189,2023-07-31,Philadelphia Phillies,4,2,Miami Marlins
717185,2023-07-31,Tampa Bay Rays,5,1,New York Yankees
717192,2023-07-31,Milwaukee Brewers,3,5,Washington Nationals
717186,2023-07-31,Baltimore Orioles,4,2,Toronto Blue Jays
717187,2023-07-31,Los Angeles Angels,4,1,Atlanta Braves
717188,2023-07-31,Cincinnati Reds,6,5,Chicago Cubs
717184,2023-07-31,Cleveland Guardians,3,7,Houston Astros
717179,2023-07-31,San Diego Padres,3,4,Colorado Rockies
717181,2023-07-31,Boston Red Sox,2,6,Seattle Mariners
717190,2023-07-31,Arizona Diamondbacks,4,3,San Francisco Giants
717182,2023-08-01,Philadelphia Phillies,3,1,Miami Marlins
717178,2023-08-01,Detroit Tigers,1,4,Pittsburgh Pirates
717175,2023-08-01,Tampa Bay Rays,5,2,New York Yankees
717183,2023-08-01,Milwaukee Brewers,6,4,Washington Nationals
717177,2023-08-01,Baltimore Orioles,13,3,Toronto Blue Jays
717176,2023-08-01,Los Angeles Angels,1,5,Atlanta Braves
717174,2023-08-01,Minnesota Twins,3,2,St. Louis Cardinals
717173,2023-08-01,Cincinnati Reds,9,20,Chicago Cubs
717168,2023-08-01,Chicago White Sox,0,2,Texas Rangers
717172,2023-08-01,Cleveland Guardians,0,2,Houston Astros
717170,2023-08-01,New York Mets,6,7,Kansas City Royals
717169,2023-08-01,San Diego Padres,8,5,Colorado Rockies
717167,2023-08-01,Boston Red Sox,6,4,Seattle Mariners
717180,2023-08-01,Arizona Diamondbacks,3,4,San Francisco Giants
717171,2023-08-01,Oakland Athletics,3,7,Los Angeles Dodgers
717165,2023-08-02,Los Angeles Angels,5,12,Atlanta Braves
717166,2023-08-02,Detroit Tigers,6,3,Pittsburgh Pirates
717162,2023-08-02,Milwaukee Brewers,2,3,Washington Nationals
717163,2023-08-02,Cleveland Guardians,2,3,Houston Astros
717158,2023-08-02,San Diego Padres,11,1,Colorado Rockies
717161,2023-08-02,Boston Red Sox,3,6,Seattle Mariners
717159,2023-08-02,Philadelphia Phillies,8,9,Miami Marlins
717160,2023-08-02,Tampa Bay Rays,2,7,New York Yankees
717157,2023-08-02,Baltimore Orioles,1,4,Toronto Blue Jays
717155,2023-08-02,Minnesota Twins,3,7,St. Louis Cardinals
717153,2023-08-02,Cincinnati Reds,6,16,Chicago Cubs
717152,2023-08-02,Chicago White Sox,1,11,Texas Rangers
717156,2023-08-02,New York Mets,0,4,Kansas City Royals
717164,2023-08-02,Arizona Diamondbacks,2,4,San Francisco Giants
717154,2023-08-02,Oakland Athletics,1,10,Los Angeles Dodgers
717147,2023-08-03,Philadelphia Phillies,4,2,Miami Marlins
717149,2023-08-03,Chicago White Sox,3,5,Texas Rangers
717148,2023-08-03,New York Mets,2,9,Kansas City Royals
717150,2023-08-03,Baltimore Orioles,6,1,Toronto Blue Jays
717151,2023-08-03,Arizona Diamondbacks,0,1,San Francisco Giants
717142,2023-08-03,Houston Astros,3,4,New York Yankees
717143,2023-08-03,Pittsburgh Pirates,1,14,Milwaukee Brewers
717145,2023-08-03,Minnesota Twins,5,3,St. Louis Cardinals
717146,2023-08-03,Cincinnati Reds,3,5,Chicago Cubs
717144,2023-08-03,Seattle Mariners,5,3,Los Angeles Angels
717137,2023-08-03,Oakland Athletics,2,8,Los Angeles Dodgers
717141,2023-08-04,Atlanta Braves,8,0,Chicago Cubs
717139,2023-08-04,Washington Nationals,6,3,Cincinnati Reds
717135,2023-08-04,Tampa Bay Rays,8,0,Detroit Tigers
717134,2023-08-04,New York Mets,3,10,Baltimore Orioles
717140,2023-08-04,Kansas City Royals,7,5,Philadelphia Phillies
717138,2023-08-04,Houston Astros,7,3,New York Yankees
717136,2023-08-04,Toronto Blue Jays,7,3,Boston Red Sox
717132,2023-08-04,Chicago White Sox,2,4,Cleveland Guardians
717133,2023-08-04,Miami Marlins,2,6,Texas Rangers
717128,2023-08-04,Arizona Diamondbacks,2,3,Minnesota Twins
717131,2023-08-04,Pittsburgh Pirates,8,4,Milwaukee Brewers
717127,2023-08-04,Colorado Rockies,9,4,St. Louis Cardinals
717130,2023-08-04,Seattle Mariners,9,7,Los Angeles Angels
717129,2023-08-04,Los Angeles Dodgers,10,5,San Diego Padres
717126,2023-08-05,Houston Astros,1,3,New York Yankees
717122,2023-08-05,Tampa Bay Rays,2,4,Detroit Tigers
717121,2023-08-05,Atlanta Braves,6,8,Chicago Cubs
717124,2023-08-05,Miami Marlins,8,9,Texas Rangers
717120,2023-08-05,Washington Nationals,7,3,Cincinnati Reds
717125,2023-08-05,Toronto Blue Jays,5,4,Boston Red Sox
717123,2023-08-05,Kansas City Royals,6,9,Philadelphia Phillies
717114,2023-08-05,New York Mets,3,7,Baltimore Orioles
717117,2023-08-05,San Francisco Giants,1,2,Oakland Athletics
717118,2023-08-05,Arizona Diamondbacks,1,12,Minnesota Twins
717115,2023-08-05,Chicago White Sox,7,4,Cleveland Guardians
717116,2023-08-05,Pittsburgh Pirates,2,3,Milwaukee Brewers
717119,2023-08-05,Colorado Rockies,2,6,St. Louis Cardinals
717112,2023-08-05,Los Angeles Dodgers,3,8,San Diego Padres
717109,2023-08-05,Seattle Mariners,3,2,Los Angeles Angels
717108,2023-08-06,Chicago White Sox,5,3,Cleveland Guardians
717107,2023-08-06,New York Mets,0,2,Baltimore Orioles
717111,2023-08-06,Toronto Blue Jays,13,1,Boston Red Sox
717113,2023-08-06,Kansas City Royals,4,8,Philadelphia Phillies
717110,2023-08-06,Houston Astros,9,7,New York Yankees
717104,2023-08-06,Washington Nationals,6,3,Cincinnati Reds
717103,2023-08-06,Tampa Bay Rays,10,6,Detroit Tigers
717106,2023-08-06,Arizona Diamondbacks,3,5,Minnesota Twins
717105,2023-08-06,Pittsburgh Pirates,4,1,Milwaukee Brewers
717099,2023-08-06,Colorado Rockies,1,0,St. Louis Cardinals
717098,2023-08-06,Atlanta Braves,4,6,Chicago Cubs
717102,2023-08-06,Miami Marlins,0,6,Texas Rangers
717101,2023-08-06,Seattle Mariners,3,2,Los Angeles Angels
717100,2023-08-06,San Francisco Giants,6,8,Oakland Athletics
717093,2023-08-06,Los Angeles Dodgers,8,2,San Diego Padres
717094,2023-08-07,Los Angeles Dodgers,13,7,San Diego Padres
717091,2023-08-07,Minnesota Twins,9,3,Detroit Tigers
717097,2023-08-07,Miami Marlins,2,5,Cincinnati Reds
717095,2023-08-07,Atlanta Braves,6,7,Pittsburgh Pirates
717089,2023-08-07,Kansas City Royals,2,6,Boston Red Sox
717092,2023-08-07,Chicago Cubs,2,11,New York Mets
717087,2023-08-07,Toronto Blue Jays,3,1,Cleveland Guardians
717088,2023-08-07,New York Yankees,1,5,Chicago White Sox
717086,2023-08-07,Colorado Rockies,1,12,Milwaukee Brewers
717090,2023-08-07,San Francisco Giants,8,3,Los Angeles Angels
717081,2023-08-07,Texas Rangers,5,3,Oakland Athletics
717082,2023-08-08,Washington Nationals,4,8,Philadelphia Phillies
717096,2023-08-08,Washington Nationals,5,4,Philadelphia Phillies
717085,2023-08-08,St. Louis Cardinals,2,4,Tampa Bay Rays
717076,2023-08-08,Minnesota Twins,0,6,Detroit Tigers
717083,2023-08-08,Miami Marlins,3,2,Cincinnati Reds
717084,2023-08-08,Houston Astros,7,6,Baltimore Orioles
717079,2023-08-08,Atlanta Braves,8,6,Pittsburgh Pirates
717077,2023-08-08,Kansas City Royals,9,3,Boston Red Sox
717080,2023-08-08,Chicago Cubs,3,2,New York Mets
717074,2023-08-08,Toronto Blue Jays,0,1,Cleveland Guardians
717075,2023-08-08,New York Yankees,7,1,Chicago White Sox
717078,2023-08-08,Colorado Rockies,7,3,Milwaukee Brewers
717068,2023-08-08,San Francisco Giants,5,7,Los Angeles Angels
717073,2023-08-08,Los Angeles Dodgers,5,4,Arizona Diamondbacks
717072,2023-08-08,San Diego Padres,0,2,Seattle Mariners
717069,2023-08-08,Texas Rangers,6,1,Oakland Athletics
717070,2023-08-09,Miami Marlins,5,4,Cincinnati Reds
717065,2023-08-09,Colorado Rockies,6,7,Milwaukee Brewers
717063,2023-08-09,Texas Rangers,0,2,Oakland Athletics
717064,2023-08-09,St. Louis Cardinals,6,4,Tampa Bay Rays
717061,2023-08-09,Minnesota Twins,5,9,Detroit Tigers
717066,2023-08-09,Washington Nationals,0,7,Philadelphia Phillies
717067,2023-08-09,Houston Astros,8,2,Baltimore Orioles
717058,2023-08-09,Atlanta Braves,6,5,Pittsburgh Pirates
717059,2023-08-09,Kansas City Royals,3,4,Boston Red Sox
717062,2023-08-09,Chicago Cubs,3,4,New York Mets
717060,2023-08-09,Toronto Blue Jays,1,0,Cleveland Guardians
717054,2023-08-09,New York Yankees,2,9,Chicago White Sox
717071,2023-08-09,San Francisco Giants,1,4,Los Angeles Angels
717057,2023-08-09,Los Angeles Dodgers,2,0,Arizona Diamondbacks
717055,2023-08-09,San Diego Padres,1,6,Seattle Mariners
717053,2023-08-10,Houston Astros,4,5,Baltimore Orioles
717056,2023-08-10,Atlanta Braves,5,7,Pittsburgh Pirates
717052,2023-08-10,Toronto Blue Jays,3,4,Cleveland Guardians
717050,2023-08-10,Minnesota Twins,0,3,Detroit Tigers
717048,2023-08-10,St. Louis Cardinals,5,2,Tampa Bay Rays
717049,2023-08-10,Washington Nationals,2,6,Philadelphia Phillies
717051,2023-08-10,Kansas City Royals,0,2,Boston Red Sox
717045,2023-08-10,Colorado Rockies,1,2,Los Angeles Dodgers
717038,2023-08-11,Cleveland Guardians,8,9,Tampa Bay Rays
717047,2023-08-11,New York Yankees,9,4,Miami Marlins
717043,2023-08-11,Oakland Athletics,2,8,Washington Nationals
717046,2023-08-11,Cincinnati Reds,9,2,Pittsburgh Pirates
717044,2023-08-11,Minnesota Twins,2,13,Philadelphia Phillies
717041,2023-08-11,Chicago Cubs,6,2,Toronto Blue Jays
717042,2023-08-11,Detroit Tigers,2,5,Boston Red Sox
717040,2023-08-11,Atlanta Braves,7,0,New York Mets
717037,2023-08-11,Los Angeles Angels,3,11,Houston Astros
717039,2023-08-11,St. Louis Cardinals,8,12,Kansas City Royals
717036,2023-08-11,Milwaukee Brewers,7,6,Chicago White Sox
717035,2023-08-11,San Diego Padres,10,5,Arizona Diamondbacks
717032,2023-08-11,Colorado Rockies,1,6,Los Angeles Dodgers
717034,2023-08-11,Baltimore Orioles,2,9,Seattle Mariners
717031,2023-08-11,Texas Rangers,2,1,San Francisco Giants
718371,2023-08-12,Atlanta Braves,21,3,New York Mets
717021,2023-08-12,Atlanta Braves,6,0,New York Mets
717026,2023-08-12,Chicago Cubs,5,4,Toronto Blue Jays
717033,2023-08-12,Detroit Tigers,6,2,Boston Red Sox
717024,2023-08-12,Cleveland Guardians,5,6,Tampa Bay Rays
717025,2023-08-12,New York Yankees,1,3,Miami Marlins
717028,2023-08-12,Minnesota Twins,8,1,Philadelphia Phillies
717030,2023-08-12,Oakland Athletics,2,3,Washington Nationals
717019,2023-08-12,St. Louis Cardinals,5,4,Kansas City Royals
717022,2023-08-12,Los Angeles Angels,3,11,Houston Astros
717023,2023-08-12,Milwaukee Brewers,3,2,Chicago White Sox
717020,2023-08-12,San Diego Padres,0,3,Arizona Diamondbacks
717029,2023-08-12,Texas Rangers,9,3,San Francisco Giants
717017,2023-08-12,Colorado Rockies,1,4,Los Angeles Dodgers
717018,2023-08-12,Baltimore Orioles,1,0,Seattle Mariners
717014,2023-08-13,Detroit Tigers,3,6,Boston Red Sox
717016,2023-08-13,Oakland Athletics,7,8,Washington Nationals
717015,2023-08-13,Cincinnati Reds,2,4,Pittsburgh Pirates
717027,2023-08-13,Cincinnati Reds,6,5,Pittsburgh Pirates
717009,2023-08-13,Minnesota Twins,3,0,Philadelphia Phillies
717012,2023-08-13,Chicago Cubs,4,11,Toronto Blue Jays
717010,2023-08-13,Cleveland Guardians,9,2,Tampa Bay Rays
717011,2023-08-13,New York Yankees,7,8,Miami Marlins
717004,2023-08-13,Los Angeles Angels,2,1,Houston Astros
717006,2023-08-13,Milwaukee Brewers,7,3,Chicago White Sox
717008,2023-08-13,Texas Rangers,2,3,San Francisco Giants
717007,2023-08-13,Colorado Rockies,3,8,Los Angeles Dodgers
717003,2023-08-13,San Diego Padres,4,5,Arizona Diamondbacks
717005,2023-08-13,Baltimore Orioles,5,3,Seattle Mariners
717013,2023-08-13,Atlanta Braves,6,7,New York Mets
717000,2023-08-14,Houston Astros,1,5,Miami Marlins
717002,2023-08-14,Pittsburgh Pirates,2,7,New York Mets
717001,2023-08-14,New York Yankees,3,11,Atlanta Braves
716995,2023-08-14,Oakland Athletics,5,7,St. Louis Cardinals
716997,2023-08-14,Los Angeles Angels,0,12,Texas Rangers
716994,2023-08-14,Seattle Mariners,6,7,Kansas City Royals
716998,2023-08-14,Arizona Diamondbacks,4,6,Colorado Rockies
716996,2023-08-14,Baltimore Orioles,4,1,San Diego Padres
716999,2023-08-14,Tampa Bay Rays,10,2,San Francisco Giants
716992,2023-08-15,Cleveland Guardians,3,0,Cincinnati Reds
716991,2023-08-15,Houston Astros,6,5,Miami Marlins
716993,2023-08-15,Boston Red Sox,5,4,Washington Nationals
716990,2023-08-15,Philadelphia Phillies,1,2,Toronto Blue Jays
716988,2023-08-15,Pittsburgh Pirates,7,4,New York Mets
716987,2023-08-15,New York Yankees,0,5,Atlanta Braves
716983,2023-08-15,Detroit Tigers,3,5,Minnesota Twins
716984,2023-08-15,Oakland Athletics,2,6,St. Louis Cardinals
716985,2023-08-15,Los Angeles Angels,3,7,Texas Rangers
716986,2023-08-15,Chicago White Sox,5,3,Chicago Cubs
716981,2023-08-15,Seattle Mariners,10,8,Kansas City Royals
716978,2023-08-15,Arizona Diamondbacks,8,5,Colorado Rockies
716980,2023-08-15,Baltimore Orioles,3,10,San Diego Padres
716989,2023-08-15,Tampa Bay Rays,0,7,San Francisco Giants
716979,2023-08-15,Milwaukee Brewers,2,6,Los Angeles Dodgers
716974,2023-08-16,Pittsburgh Pirates,3,8,New York Mets
716976,2023-08-16,Detroit Tigers,8,7,Minnesota Twins
716977,2023-08-16,Arizona Diamondbacks,9,7,Colorado Rockies
716975,2023-08-16,Tampa Bay Rays,6,1,San Francisco Giants
716973,2023-08-16,Cleveland Guardians,2,7,Cincinnati Reds
716972,2023-08-16,Houston Astros,12,5,Miami Marlins
716969,2023-08-16,Oakland Athletics,8,0,St. Louis Cardinals
716982,2023-08-16,Boston Red Sox,2,6,Washington Nationals
716967,2023-08-16,Philadelphia Phillies,9,4,Toronto Blue Jays
716970,2023-08-16,New York Yankees,0,2,Atlanta Braves
716971,2023-08-16,Los Angeles Angels,2,0,Texas Rangers
716968,2023-08-16,Chicago White Sox,3,4,Chicago Cubs
716963,2023-08-16,Seattle Mariners,6,5,Kansas City Royals
716965,2023-08-16,Baltimore Orioles,2,5,San Diego Padres
716962,2023-08-16,Milwaukee Brewers,1,7,Los Angeles Dodgers
716964,2023-08-17,Seattle Mariners,6,4,Kansas City Royals
716966,2023-08-17,Boston Red Sox,7,10,Washington Nationals
716958,2023-08-17,New York Mets,4,2,St. Louis Cardinals
716957,2023-08-17,Arizona Diamondbacks,3,1,San Diego Padres
716961,2023-08-17,Milwaukee Brewers,0,1,Los Angeles Dodgers
716955,2023-08-18,Kansas City Royals,4,3,Chicago Cubs
716956,2023-08-18,Detroit Tigers,4,2,Cleveland Guardians
716959,2023-08-18,Detroit Tigers,1,4,Cleveland Guardians
716954,2023-08-18,Toronto Blue Jays,0,1,Cincinnati Reds
716960,2023-08-18,Philadelphia Phillies,7,8,Washington Nationals
716953,2023-08-18,Boston Red Sox,8,3,New York Yankees
716949,2023-08-18,San Francisco Giants,0,4,Atlanta Braves
716950,2023-08-18,Milwaukee Brewers,9,8,Texas Rangers
716948,2023-08-18,Seattle Mariners,2,0,Houston Astros
716951,2023-08-18,Pittsburgh Pirates,1,5,Minnesota Twins
716952,2023-08-18,New York Mets,7,1,St. Louis Cardinals
716947,2023-08-18,Chicago White Sox,1,14,Colorado Rockies
716945,2023-08-18,Tampa Bay Rays,9,6,Los Angeles Angels
716944,2023-08-18,Baltimore Orioles,9,4,Oakland Athletics
716942,2023-08-18,Arizona Diamondbacks,0,4,San Diego Padres
716946,2023-08-18,Miami Marlins,11,3,Los Angeles Dodgers
716943,2023-08-19,Boston Red Sox,8,1,New York Yankees
716937,2023-08-19,Kansas City Royals,4,6,Chicago Cubs
716909,2023-08-19,Miami Marlins,1,3,Los Angeles Dodgers
716926,2023-08-19,Miami Marlins,1,3,Los Angeles Dodgers
716919,2023-08-19,Arizona Diamondbacks,6,4,San Diego Padres
716931,2023-08-19,Arizona Diamondbacks,8,1,San Diego Padres
716941,2023-08-19,Philadelphia Phillies,12,3,Washington Nationals
716938,2023-08-19,Milwaukee Brewers,6,1,Texas Rangers
716915,2023-08-19,Tampa Bay Rays,6,7,Los Angeles Angels
716925,2023-08-19,Tampa Bay Rays,18,4,Los Angeles Angels
716935,2023-08-19,Toronto Blue Jays,4,3,Cincinnati Reds
716939,2023-08-19,Detroit Tigers,4,3,Cleveland Guardians
716932,2023-08-19,Seattle Mariners,10,3,Houston Astros
716936,2023-08-19,Pittsburgh Pirates,7,4,Minnesota Twins
716940,2023-08-19,New York Mets,13,2,St. Louis Cardinals
716934,2023-08-19,San Francisco Giants,5,6,Atlanta Braves
716933,2023-08-19,Chicago White Sox,5,11,Colorado Rockies
716930,2023-08-19,Baltimore Orioles,7,2,Oakland Athletics
716920,2023-08-20,Seattle Mariners,7,6,Houston Astros
716927,2023-08-20,San Francisco Giants,4,3,Atlanta Braves
